,가해자성별,교차로형태,기상상태,노면상태,노면상태_대분류,노인보호구역,당사자종별가해자,당사자종별피해자,도로선형,도로선형_대분류,도로선형_중분류,도로종류,도로형태,법규위반가해자,보호장구가해자_대분류,보호장구피해자_대분류,사고유형,사고유형_대분류,어린이보호구역,연령가해자,연령피해자,요일,주야,차량용도가해자,차량용도가해자_대분류,차량용도피해자,차량용도피해자_대분류,피해자성별,행동유형가해자,행동유형피해자,행동유형피해자_대분류,도로심각도지수basic
156386,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,기타서비스구역,기타구역,기타구역,시도,기타불명,기타불명,안전벨트카시트,보행자,기타불명,차대사람,아니오,38,73,월,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
156387,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타불명,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,46,68,금,야,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 기타불명,보행자,0.1168
156396,남,교차로아님,비,젖음습기,포장 젖음습기,아니오,이륜차,보행자,평지,직선,직선,시도,기타불명,안전운전의무불이행,안전모,보행자,차도통행중,차대사람 차도통행중,아니오,39,64,일,야,이륜차,이륜차,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
156405,남,교차로사지,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,시도,교차로부근,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,26,65,토,야,이륜차,이륜차,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.1168
157814,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,27,66,수,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 횡단보도외,보행자,0.0068
157819,남,교차로사지,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,교차로내,보행자보호의무위반,안전벨트카시트,보행자,기타불명,차대사람,아니오,35,85,월,주,비사업용 화물차,비사업용,보행자,보행자,여,우회전중,보행자 횡단보도내,보행자,0.1168
157835,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,기타단일로,중앙선침범,기타불명,보행자,횡단중,차대사람 횡단중,아니오,27,79,수,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 횡단보도내,보행자,0.1168
157836,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,56,67,수,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 길가장자리구역통행,보행자,0.0068
157857,남,교차로아님,맑음,건조,포장 건조,아니오,원동기장치자전거,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,기타불명,보행자,횡단중,차대사람 횡단중,아니오,46,63,금,야,원동기장치자전거,원동기장치자전거,보행자,보행자,남,직진중,보행자 마주보고통행,보행자,0.0033
157859,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,33,62,수,주,사업용 화물차,사업용,보행자,보행자,남,후진중,보행자 기타불명,보행자,0.0068
157867,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,62,74,일,주,사업용 시내버스,사업용,보행자,보행자,남,기타불명,보행자 기타불명,보행자,0.0068
157869,남,교차로아님,흐림,기타불명,포장,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,49,63,월,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 길가장자리구역통행,보행자,0.0068
157872,남,교차로아님,맑음,건조,포장 건조,아니오,자전거,보행자,평지,우 커브곡각,우,기타불명,기타불명,안전운전의무불이행,안전모,보행자,기타불명,차대사람,아니오,4,82,토,주,자전거,자전거,보행자,보행자,남,직진중,보행자 보도통행,보행자,0.1168
157945,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,60,68,월,주,사업용 법인택시,사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
157957,기타불명,교차로삼지,맑음,건조,포장 건조,아니오,기타불명,보행자,평지,직선,직선,시도,교차로내,신호위반,기타불명,보행자,기타불명,차대사람,아니오,0,60,수,야,기타불명,기타불명,보행자,보행자,남,기타불명,보행자 기타불명,보행자,0.0068
157962,남,교차로아님,비,젖음습기,포장 젖음습기,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,37,61,금,주,비사업용 승용차,비사업용,보행자,보행자,남,우회전중,보행자 횡단보도외,보행자,1.0
157973,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,47,75,월,주,사업용 시내버스,사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,1.0
158003,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,39,65,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
158004,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,24,65,수,주,비사업용 승용차,비사업용,보행자,보행자,여,우회전중,보행자 기타불명,보행자,0.1168
158018,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,25,61,토,야,이륜차,이륜차,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.0068
158047,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,오르막,직선,직선,일반국도,기타단일로,신호위반,안전벨트카시트,보행자,기타불명,차대사람,아니오,51,72,월,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.0068
158048,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,51,78,수,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,1.0
158056,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,43,69,수,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 기타불명,보행자,0.0068
158057,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,기타단일로,중앙선침범,안전벨트카시트,보행자,기타불명,차대사람,아니오,52,80,토,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
158061,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,74,61,토,야,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
158062,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,과속,안전벨트카시트,보행자,기타불명,차대사람,아니오,37,85,금,주,비사업용 화물차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도내,보행자,1.0
158074,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,43,70,목,야,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 마주보고통행,보행자,0.0033
158081,남,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,53,68,화,주,비사업용 승용차,비사업용,보행자,보행자,남,우회전중,보행자 마주보고통행,보행자,0.0068
158085,여,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,25,66,목,주,비사업용 승용차,비사업용,보행자,보행자,남,좌회전중,보행자 기타불명,보행자,0.1168
158092,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,60,75,일,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 기타불명,보행자,0.1168
158093,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,39,86,금,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
158098,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,76,63,월,야,비사업용 화물차,비사업용,보행자,보행자,남,직진중,보행자 기타불명,보행자,0.1168
158102,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,49,62,목,야,비사업용 화물차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도내,보행자,0.0068
158105,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,46,66,월,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 마주보고통행,보행자,0.0033
158117,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,일반국도,기타단일로,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,51,87,화,야,사업용 화물차,사업용,보행자,보행자,남,직진중,보행자 횡단보도내,보행자,0.1168
158120,남,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,교차로횡단보도내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,69,71,토,주,사업용 법인택시,사업용,보행자,보행자,남,좌회전중,보행자 횡단보도내,보행자,0.0068
